Model,Item,Part No.,Part Description (TCLNA), Price ,Type,Year Sold
TAW08CREB19W,,210736647A,Middle Vortex Shell, $- ,Window,2021
TAW08CREB19W,,210901453H,Power Supply Cord, $ 27.36 ,Window,2021
TAW08CREB19W,,210736633,Propeller Fan, $- ,Window,2021
TAW08CREB19W,,210826603B,Sash lock, $ 0.60 ,Window,2021
TAW08CREB19W,,1180010124B,"Screw 3/8"" (4.2x9.5mm)", $ 0.48 ,Window,2021
TAW08CREB19W,,1180010126A,"Screw 1/2"" (4.2x13mm)", $ 0.48 ,Window,2021
TAW08CREB19W,,1180010025A,Screw 4.2*19, $ 0.48 ,Window,2021
TAW08CREB19W,,210826772A,Top mounting Rail, $ 6.24 ,Window,2021
TAW08CREB19W,,210901454,Sensor Assembly, $ 2.96 ,Window,2021
TAW08CREB19W,,211233801,Suction Pipe, $- ,Window,2021
TAW08CREB19W,,211350307,Top foam, $- ,Window,2021
TAW08CREB19W,,GSK8-15K,Window Foam Insulation Strips, $ 4.00 ,Window,2021
TAW08CREB19W,,210901721,Transformer, $ 8.70 ,Window,2021
TAW08CREB19W,,210736646A,Up Vortex Shell, $- ,Window,2021
TAW08CREB19W,,214154672,Wifi module, $ 17.40 ,Window,2021
TAW08CRNB0W,,41599-000323,Filler Panel Kit Black 8K, $ 10.00 ,Window,2021
TAW08CRNB0W,,1193070510,Screw bag, $ 4.00 ,Window,2021
TAW08CRNB0W,,210736640A,Air Filter, $ 3.20 ,Window,2021
TAW08CRNB0W,,210736635A,Back Partition plate, $- ,Window,2021
TAW08CRNB0W,,210826698B,Base, $- ,Window,2021
TAW08CRNB0W,,211351638,Base Carton, $- ,Window,2021
TAW08CRNB0W,,211350305,Base foam, $- ,Window,2021
TAW08CRNB0W,,210826699A,Cabinet, $- ,Window,2021
TAW08CRNB0W,,210901422,Capacitor, $ 9.34 ,Window,2021
TAW08CRNB0W,,210826496,Capacitor Strip, $- ,Window,2021
TAW08CRNB0W,,210736487,Centrifugal Fan, $- ,Window,2021
TAW08CRNB0W,,211241182,Compressor, $- ,Window,2021
TAW08CRNB0W,,211237530,Condenser, $- ,Window,2021
TAW08CRNB0W,,210736632A,Control Box panel, $- ,Window,2021
TAW08CRNB0W,,211241286,Discharge Pipe, $- ,Window,2021
TAW08CRNB0W,,210901461C,display pcb, $ 29.28 ,Window,2021
TAW08CRNB0W,,210736644C,Down Vortex Shell, $- ,Window,2021
TAW08CRNB0W,,210826707,Electrical Box, $- ,Window,2021
TAW08CRNB0W,,210826675,Electrical Box Cover, $- ,Window,2021
TAW08CRNB0W,,211241183,Evaporator, $- ,Window,2021
TAW08CRNB0W,,210901424A,Fan Motor, $- ,Window,2021
TAW08CRNB0W,,210736733A,Filler Panels, $- ,Window,2021
TAW08CRNB0W,,211353335A,Filler Panels bag, $- ,Window,2021
TAW08CRNB0W,,210736630A,Filler Panels left Rail, $- ,Window,2021
TAW08CRNB0W,,210736629A,Filler Panels right Rail, $- ,Window,2021
TAW08CRNB0W,,210737051,Foam Top window Gasket, $ 2.00 ,Window,2021
TAW08CRNB0W,,210754673A,Front Panel Assembly, $ 28.84 ,Window,2021
TAW08CRNB0W,,210826602A,Lock Frame, $ 0.50 ,Window,2021
TAW08CRNB0W,,210736716A,Leading Flow Circle, $- ,Window,2021
TAW08CRNB0W,,210902090A,Remote Controller, $ 12.24 ,Window,2021
TAW08CRNB0W,,210901411N,Main pcb, $ 34.80 ,Window,2021
TAW08CRNB0W,,210736568,Main pcb supporter, $- ,Window,2021
TAW08CRNB0W,,210736643C,Middle Vortex Shell, $- ,Window,2021
TAW08CRNB0W,,210901453H,Power Supply Cord, $ 27.36 ,Window,2021
TAW08CRNB0W,,210736633,Propeller Fan, $- ,Window,2021
TAW08CRNB0W,,210826603B,Sash lock, $ 0.60 ,Window,2021
TAW08CRNB0W,,1180010126A,Screw 4.2*13, $ 0.48 ,Window,2021
TAW08CRNB0W,,1180010025A,Screw 4.2*19, $ 0.48 ,Window,2021
TAW08CRNB0W,,1180010124B,Screw 4.2*9.5, $ 0.48 ,Window,2021
TAW08CRNB0W,,210826772A,Top mounting Rail, $ 6.24 ,Window,2021
TAW08CRNB0W,,210901454A,Sensor Assembly, $ 2.80 ,Window,2021
TAW08CRNB0W,,211237244,Suction Pipe, $- ,Window,2021
TAW08CRNB0W,,211350304A,Top foam, $- ,Window,2021
TAW08CRNB0W,,210737020,Window Sash seal, $ 3.00 ,Window,2021
TAW08CRNB0W,,210901721,Transformer, $ 8.70 ,Window,2021
TAW08CRNB0W,,210736642C,Up Vortex Shell, $- ,Window,2021
TAW08CRNB0W,,214154672,Wifi module, $ 17.40 ,Window,2021
TAW08CRNB0W,,GSK8-15K,Window Foam Insulation Strips, $ 4.00 ,Window,2021
TAW08CRNW0W,,GSK8-15K,Window Foam Insulation Strips, $ 4.00 ,Window,2021
TAW08CRNW0W,,FPKW8K,Filler Panel Kit White 8K, $ 10.00 ,Window,2021
TAW08CRNW0W,,1193070510,Screw bag, $ 4.00 ,Window,2021
TAW08CRNW0W,,210736635,Back Partition plate, $- ,Window,2021
TAW08CRNW0W,,210826698,Base, $- ,Window,2021
TAW08CRNW0W,,211351638,Base Carton, $- ,Window,2021
TAW08CRNW0W,,211350305,Base foam, $- ,Window,2021
TAW08CRNW0W,,210826699,Cabinet, $- ,Window,2021
TAW08CRNW0W,,210901422,Capacitor, $ 9.34 ,Window,2021
TAW08CRNW0W,,210826496,Capacitor Strip, $- ,Window,2021
TAW08CRNW0W,,210736487,Centrifugal Fan, $- ,Window,2021
TAW08CRNW0W,,211241182,Compressor, $- ,Window,2021
TAW08CRNW0W,,211237530,Condenser, $- ,Window,2021
TAW08CRNW0W,,210736632,Control Box panel, $- ,Window,2021
TAW08CRNW0W,,211241286,Discharge Pipe, $- ,Window,2021
TAW08CRNW0W,,210901461C,display pcb, $ 29.28 ,Window,2021
TAW08CRNW0W,,210736644B,Down Vortex Shell, $- ,Window,2021
TAW08CRNW0W,,210826707,Electrical Box, $- ,Window,2021
TAW08CRNW0W,,210826675,Electrical Box Cover, $- ,Window,2021
TAW08CRNW0W,,211241183,Evaporator, $- ,Window,2021
TAW08CRNW0W,,210901424A,Fan Motor, $- ,Window,2021
TAW08CRNW0W,,210736640,Air Filter, $ 7.50 ,Window,2021
TAW08CRNW0W,,211353335A,Filler Panels bag, $- ,Window,2021
TAW08CRNW0W,,210736733,Filler Panels, $ 5.20 ,Window,2021
TAW08CRNW0W,,210736630,Filler Panels left Rail, $ 5.04 ,Window,2021
TAW08CRNW0W,,210736629,Filler Panels right Rail, $ 5.04 ,Window,2021
TAW08CRNW0W,,210754673,Front Panel Assembly, $ 18.30 ,Window,2021
TAW08CRNW0W,,210737051,Foam Top window Gasket, $ 2.00 ,Window,2021
TAW08CRNW0W,,210736716,Leading Flow Circle, $- ,Window,2021
TAW08CRNW0W,,210826602,Lock Frame, $ 2.00 ,Window,2021
TAW08CRNW0W,,210901411N,Main pcb, $ 34.80 ,Window,2021
TAW08CRNW0W,,210736568,Main pcb supporter, $- ,Window,2021
TAW08CRNW0W,,210736643B,Middle Vortex Shell, $- ,Window,2021
TAW08CRNW0W,,210901453,Power Supply Cord, $ 28.89 ,Window,2021
TAW08CRNW0W,,210736633,Propeller Fan, $- ,Window,2021
TAW08CRNW0W,,210901457C,Remote Controller, $ 7.96 ,Window,2021
TAW08CRNW0W,,210826603,Sash lock, $ 2.00 ,Window,2021
TAW08CRNW0W,,1180010019,Screw 4.2*13, $ 0.25 ,Window,2021
TAW08CRNW0W,,1180010025,Screw 4.2*19, $ 0.25 ,Window,2021
TAW08CRNW0W,,1180010035,Screw 4.2*9.5, $ 0.25 ,Window,2021
TAW08CRNW0W,,214146620,Screw accessories, $ 4.00 ,Window,2021
TAW08CRNW0W,,210901454,Sensor Assembly, $ 2.96 ,Window,2021
TAW08CRNW0W,,211237244,Suction Pipe, $- ,Window,2021
TAW08CRNW0W,,211350304A,Top foam, $- ,Window,2021
TAW08CRNW0W,,210826772,Top mounting Rail, $ 5.45 ,Window,2021
TAW08CRNW0W,,210901721,Transformer, $ 8.70 ,Window,2021
TAW08CRNW0W,,210736642B,Up Vortex Shell, $- ,Window,2021
TAW08CRNW0W,,214154672,Wifi module, $ 17.40 ,Window,2021
TAW08CRNW0W,,210737020,Window Sash seal, $ 3.00 ,Window,2021
TAW10CR19,,210736617,Air Filter, $ 4.14 ,Window,2021
TAW10CR19,,210736621,Back Surround Plate, $- ,Window,2021
TAW10CR19,,210826728,Base, $- ,Window,2021
TAW10CR19,,211351574,Base Carton, $- ,Window,2021
TAW10CR19,,211350337,Base Foaming, $- ,Window,2021
TAW10CR19,,214146541,Cabinet, $- ,Window,2021
TAW10CR19,,210736672,Cable Clamp, $- ,Window,2021
TAW10CR19,,210901422,Capacitor, $ 9.34 ,Window,2021
TAW10CR19,,210826496,Capacitor Strip, $- ,Window,2021
TAW10CR19,,210736727,Centrifugal Fan, $- ,Window,2021
TAW10CR19,,211237646,Compressor, $- ,Window,2021
TAW10CR19,,211237649,Condenser, $- ,Window,2021
TAW10CR19,,210736561,Control Box panel, $- ,Window,2021
TAW10CR19,,210901461,Display PCB, $ 18.05 ,Window,2021
TAW10CR19,,210736653,Down Vortex Shell, $- ,Window,2021
TAW10CR19,,214146589,Electrical Assembly, $- ,Window,2021
TAW10CR19,,210826720,Electrical Box Assembly, $- ,Window,2021
TAW10CR19,,210826683,Electrical Box Cover, $- ,Window,2021
TAW10CR19,,211237650,Evaporator, $- ,Window,2021
TAW10CR19,,210901435,Fan Motor, $- ,Window,2021
TAW10CR19,,FPKW10-12K,Filler Panel Kit White 10-12K, $ 10.00 ,Window,2021
TAW10CR19,,210739773,Front Panel Assembly, $ 33.04 ,Window,2021
TAW10CR19,,210826602,Lock Frame, $ 2.00 ,Window,2021
TAW10CR19,,210738621,Intake grille, $- ,Window,2021
TAW10CR19,,210901457C,Remote Controller, $ 7.96 ,Window,2021
TAW10CR19,,210901411C,Main pcb, $ 37.48 ,Window,2021
TAW10CR19,,210736652,Middle Vortex Shell, $- ,Window,2021
TAW10CR19,,210901453A,Power Supply Cord, $ 38.04 ,Window,2021
TAW10CR19,,210736728,Propeller Fan, $- ,Window,2021
TAW10CR19,,210826603,Sash lock, $ 2.00 ,Window,2021
TAW10CR19,,1180010035,"Screw 3/8"" (4.2x9.5mm)", $ 0.25 ,Window,2021
TAW10CR19,,1180010019,"Screw 1/2"" (4.2x13mm)", $ 0.25 ,Window,2021
TAW10CR19,,1180010025,screw 4.2*19, $ 0.25 ,Window,2021
TAW10CR19,,214146620,Screw Kit White 5-12k, $ 4.00 ,Window,2021
TAW10CR19,,210826820,Top mounting Rail, $ 5.08 ,Window,2021
TAW10CR19,,210901539,Sensor Assembly, $ 6.96 ,Window,2021
TAW10CR19,,211350338,Top cover, $- ,Window,2021
TAW10CR19,,GSK8-15K,Window Foam Insulation Strips, $ 4.00 ,Window,2021
TAW10CR19,,210901465A,Transformer, $ 5.10 ,Window,2021
TAW10CR19,,210736651,Up Vortex Shell, $- ,Window,2021
TAW10CRNB0W,,,Filler Panels Assembly, $- ,Window,2021
TAW10CRNB0W,,1193070510,Screw bag, $ 4.00 ,Window,2021
TAW10CRNB0W,,210736617A,Air Filter, $ 8.00 ,Window,2021
TAW10CRNB0W,,210736621A,Back Surround Plate, $- ,Window,2021
TAW10CRNB0W,,210826728B,Base, $- ,Window,2021
TAW10CRNB0W,,211351574,Base Carton, $- ,Window,2021
TAW10CRNB0W,,211350337,Base Foaming, $- ,Window,2021
TAW10CRNB0W,,214146541A,Cabinet, $- ,Window,2021
TAW10CRNB0W,,210736672,Cable Clamp, $- ,Window,2021
TAW10CRNB0W,,210901422,Capacitor, $ 9.34 ,Window,2021
TAW10CRNB0W,,210826496,Capacitor Strip, $- ,Window,2021
TAW10CRNB0W,,210736727,Centrifugal Fan, $- ,Window,2021
TAW10CRNB0W,,211237646,Compressor, $- ,Window,2021
TAW10CRNB0W,,211237649,Condenser, $- ,Window,2021
TAW10CRNB0W,,210736561A,Control Box panel, $- ,Window,2021
TAW10CRNB0W,,210901461C,Display PCB, $ 29.28 ,Window,2021
TAW10CRNB0W,,210736653D,Down Vortex Shell, $- ,Window,2021
TAW10CRNB0W,,210826720,Electrical Box Assembly, $- ,Window,2021
TAW10CRNB0W,,210826683,Electrical Box Cover, $- ,Window,2021
TAW10CRNB0W,,211237650,Evaporator, $- ,Window,2021
TAW10CRNB0W,,210901435,Fan Motor, $- ,Window,2021
TAW10CRNB0W,,214146707A,Filler Panels, $- ,Window,2021
TAW10CRNB0W,,211354038A,Filler Panels bag, $- ,Window,2021
TAW10CRNB0W,,210736622A,Filler Panels Left Rail, $- ,Window,2021
TAW10CRNB0W,,210736623A,Filler Panels Right Rail, $- ,Window,2021
TAW10CRNB0W,,210737051,Foam Top window Gasket, $ 2.00 ,Window,2021
TAW10CRNB0W,,210739773A,Front Panel Assembly, $- ,Window,2021
TAW10CRNB0W,,210738621A,Intake grille, $- ,Window,2021
TAW10CRNB0W,,210826602A,Lock Frame, $ 0.50 ,Window,2021
TAW10CRNB0W,,210901411P,Main pcb, $ 35.56 ,Window,2021
TAW10CRNB0W,,210736652C,Middle Vortex Shell, $- ,Window,2021
TAW10CRNB0W,,210901453K,Power Supply Cord, $- ,Window,2021
TAW10CRNB0W,,210736728,Propeller Fan, $- ,Window,2021
TAW10CRNB0W,,210902090A,Remote Controller, $ 12.24 ,Window,2021
TAW10CRNB0W,,210826603B,Sash lock, $ 0.60 ,Window,2021
TAW10CRNB0W,,1180010126A,screw 4.2*13, $ 0.48 ,Window,2021
TAW10CRNB0W,,1180010025A,screw 4.2*19, $ 0.48 ,Window,2021
TAW10CRNB0W,,1180010124B,screw 4.2*9.5, $ 0.48 ,Window,2021
TAW10CRNB0W,,210901539,Sensor Assembly, $ 6.96 ,Window,2021
TAW10CRNB0W,,211350338A,Top cover, $- ,Window,2021
TAW10CRNB0W,,210826820A,Top mounting Rail, $ 7.62 ,Window,2021
TAW10CRNB0W,,210901721,Transformer, $ 8.70 ,Window,2021
TAW10CRNB0W,,210736651C,Up Vortex Shell, $- ,Window,2021
TAW10CRNB0W,,214154672,Wifi module, $ 17.40 ,Window,2021
TAW10CRNB0W,,210737020,Window Sash seal, $ 3.00 ,Window,2021
TAW10CRNW0W,,GSK8-15K,Window Foam Insulation Strips, $ 4.00 ,Window,2021
TAW10CRNW0W,,1193070510,Screw bag, $ 4.00 ,Window,2021
TAW10CRNW0W,,210736621,Back Surround Plate, $- ,Window,2021
TAW10CRNW0W,,210826728,Base, $- ,Window,2021
TAW10CRNW0W,,211351574,Base Carton, $- ,Window,2021
TAW10CRNW0W,,211350337,Base Foaming, $- ,Window,2021
TAW10CRNW0W,,214146541,Cabinet, $- ,Window,2021
TAW10CRNW0W,,210736672,Cable Clamp, $- ,Window,2021
TAW10CRNW0W,,210901422,Capacitor, $ 9.34 ,Window,2021
TAW10CRNW0W,,210826496,Capacitor Strip, $- ,Window,2021
TAW10CRNW0W,,210736727,Centrifugal Fan, $- ,Window,2021
TAW10CRNW0W,,211237646,Compressor, $- ,Window,2021
TAW10CRNW0W,,211237649,Condenser, $- ,Window,2021
TAW10CRNW0W,,210736561,Control Box panel, $- ,Window,2021
TAW10CRNW0W,,210901461C,Display PCB, $ 29.28 ,Window,2021
TAW10CRNW0W,,210736653C,Down Vortex Shell, $- ,Window,2021
TAW10CRNW0W,,210826720,Electrical Box Assembly, $- ,Window,2021
TAW10CRNW0W,,210826683,Electrical Box Cover, $- ,Window,2021
TAW10CRNW0W,,211237650,Evaporator, $- ,Window,2021
TAW10CRNW0W,,210901435,Fan Motor, $- ,Window,2021
TAW10CRNW0W,,210736617,Air Filter, $ 4.14 ,Window,2021
TAW10CRNW0W,,FPKW10-12K,Filler Panel Kit White 10-12K, $ 10.00 ,Window,2021
TAW10CRNW0W,,211354038A,Filler Panels bag, $- ,Window,2021
TAW10CRNW0W,,214146707,Filler Panels, $ 6.15 ,Window,2021
TAW10CRNW0W,,210736622,Filler Panels Left Rail, $ 4.08 ,Window,2021
TAW10CRNW0W,,210736623,Filler Panels Right Rail, $ 4.08 ,Window,2021
TAW10CRNW0W,,210739773,Front Panel Assembly, $ 33.04 ,Window,2021
TAW10CRNW0W,,210737051,Foam Top window Gasket, $ 2.00 ,Window,2021
TAW10CRNW0W,,214165574,installation accessories, $- ,Window,2021
TAW10CRNW0W,,210738621,Intake grille, $- ,Window,2021
TAW10CRNW0W,,210826602,Lock Frame, $ 2.00 ,Window,2021
TAW10CRNW0W,,210901411P,Main pcb, $ 35.56 ,Window,2021
TAW10CRNW0W,,210736652B,Middle Vortex Shell, $- ,Window,2021
TAW10CRNW0W,,210901453A,Power Supply Cord, $ 38.04 ,Window,2021
TAW10CRNW0W,,210736728,Propeller Fan, $- ,Window,2021
TAW10CRNW0W,,210901457C,Remote Controller, $ 7.96 ,Window,2021
TAW10CRNW0W,,210826603,Sash lock, $ 2.00 ,Window,2021
TAW10CRNW0W,,1180010019,screw 4.2*13, $ 0.25 ,Window,2021
TAW10CRNW0W,,1180010025,screw 4.2*19, $ 0.25 ,Window,2021
TAW10CRNW0W,,1180010035,screw 4.2*9.5, $ 0.25 ,Window,2021
TAW10CRNW0W,,214146620,Screw accessories, $ 4.00 ,Window,2021
TAW10CRNW0W,,210901539,Sensor Assembly, $ 6.96 ,Window,2021
TAW10CRNW0W,,211350338A,Top cover, $- ,Window,2021
TAW10CRNW0W,,210826820,Top mounting Rail, $ 5.08 ,Window,2021
TAW10CRNW0W,,210901721,Transformer, $ 8.70 ,Window,2021
TAW10CRNW0W,,210736651B,Up Vortex Shell, $- ,Window,2021
TAW10CRNW0W,,214154672,Wifi module, $ 17.40 ,Window,2021
